class,text
0,"โดยส่วนตัวแล้วชอบทานsizzlerมากๆเลยนะคะแต่มื้อเที่ยงของวันนี้ ไปใช้บริการที่สาขาเมกาบางนา ซุปหมดและนานกว่าพี่พนักงานจะมาเติม แต่ไม่ได้ทำให้เสียอารมณ์เท่ากับตอนจ่ายตัง ที่โดนพนักงานเก็บตังเหวี่ยงใส่ จากกรณีที่พนักงานให้เซนชื่อที่ใบเสร้จเพื่อใช้สิทธิ์ส่วนลด แต่ด้วยความที่ไม่เห็นว่ามีเส้นขีดให้เซนตรงไหน เลยงงว่าต้องทำยังไง ละแล้วสุดท้ายพนักงานก็เหวี่ยงใส่ว่า""เซนตรงไหนก็ได้!!"" มันคืออะไรที่ต้องมาเหวี่ยงใส่ลูกค้าคะ งงละหงุดหงิดมากเลยคะ จึงเรียนมาเพื่อทราบและปรับปรุงต่อไปเพื่อไม่ให้เกิดเหตุการณ์เดิมซ้ำกับลูกค้าท่านอื่น"
0,เมนูสลัดเริ่มน้อยแล้วนะคะ อยากได้ฟักทองย่างกับ baby spinach คืนมาค่ะ (สาขาเมเจอร์รัชโยธิน)
0,สาขา เมเจอร์เอกมัย ร้านค่อนข้างใหญ่แต่พนักงานน้อยมาก เดินเข้ามาไม่มีพนักงานต้อนรับให้นั่งโต๊ะ รอเกือบ 5. นาทีถึงมีพนักงานมารับรายการ ปรับปรุงด้วยค่ะ
0,สาขาเซนทรัลนครศรีธรรมราชค่ะ สั่งจานหลักไป1อย่างแต่มา2คน พนักไม่แจ้งว่าฟรีสลัดบาร์แค่ท่านเดียวเราก็กินกัน2คนตอนนี้วางบิลถึงจะรู้ว่าชาจค่าสลัดบาร์ 199 ปล.เพิ่งกินแค่ครั้ง2ครั้งไม่แจ้งกันก่อนตอนบอกรายการอาหาร เสียความรู้สึกนิดหน่อยค่ะ
0,"ไม่เคยผิดหวังกับซิซเลอร์ แต่ไปทานที่สาขารอยัลการ์เด้น คลองสาน พนักงานบอกไม่มีเมนูกลางวัน เราบอกว่า ป้ายหน้าลิฟท์ชั้น 4 ยังติดอยู่ เธอก็บอกไม่มีแล้ว งง จึงสั่งอย่างอื่นต้มนำจืดมากๆ ผักกาดสลัดเหี่ยว ไม่กล้าตัก นอกนั้นยังโอเค พนักงานไม่มองลูกค้า เรียกนานกว่าจะมา ทั้งที่คนไม่เยอะเท่าสาขาอื่น ชอบที่นี่ เพราะคนไม่เยอะใกล้ที่ทำงาน ปรับปรุงด้วยค่ะ"
0,มาทานสาขา CentralWorld ก็แจ้งพนักงานว่าควรจะมีป้ายบอกตรงน้ำสลัด เพราะตักผิดระหว่างบลูชีสกับซีซาร์ ซึ่งหน้าตามันเหมือนกันมากๆ พนักงานพูดว่าไม่มีค่ะ เป็นแบบนี้มานานแล้วค่ะ คือที่บอกไปไม่ใช่จะตำหนิแค่แนะนำเพราะถ้าตักผิดเราไม่กินก็ต้องทิ้ง แนะนำด้วยความหวังดีแต่โดนพูดกลับแบบนี้ช้ำใจค่ะ จริงๆแค่พูดว่าค่ะจะลองนำเสนอให้ทางสาขาทราบเพื่อปรับปรุงหรืออะไรก็ได้ คือถ้าคุณจะไม่เปลี่ยนก็ไม่เป็นไรแต่แค่พูดดีๆกลับมาหน่อยก็ได้ ปล. เกลียดบลูชีสมากๆ กินไปแทบขย้อน
0,"วันนี้ไปตั้งใจจะไปทานสาขาเดอะมอลท่าพระแต่พอไปถึงคนเยอะ เราเลยสอบถาม พนง ด้านหน้าที่เคยรับออเดอร์ว่า มีสาขาที่ซีคอนบางแคมีไหม ซึ่ง พนง ตอบว่ามี เราเลยย้ำอีกครั้งว่า บางแค นะค่ะ พนง ก้อยืนยันว่ามี เราเลยตั้งใจจะไปทานที่นั่น เพราะเราม่แน่ใจว่ามีรึป่าว พอไปถึงสรุปว่า""ม่มีจร้า""อารมเสียมากกก ตั้งใจมากกินแต่ม่ได้กิน เซง!!! ระดับ 10 บอกเลย รบกวนทางบริษัทอับเดท สาขาทั้งหมดให้ พนง ทราบด้วยนะค่ะลูกค้าจะได้ม่เสียทั้งเวลาและความรู้สึก"
0,จริงๆชอบทานมากแต่ก่อนทานบ่อยมาก ทางบ้านก้ชอบนะคะ วันนี้ไปทานสาขาแฟชั่น สเต็กรสดูไม่ค่อยเข้มข้นเหมือนแต่ก่อนเลย แต่ก้ยังรสโอเค แล้วที่สำคัญตอนเข้าร้าน ยืนมองหาพนักงาน ไม่มีพนักงานพาไปนั่ง เดินไปเอง ยกมือเรียก มองนะคะแต่ไม่เดินมา จะขอเมนูก้กว่าจะได้ ไปยืนขำคุยกันเสียงดังตรงที่รับอาหารมาเสิร์ฟ ตอนจะชำระเงินก้กว่าจะมีพนักงานมารับ ก้นานอะคะ อยากให้ปรับปรุงกันนะคะ หรือทางร้านเห็นแค่ว่าเป็นเด็กนศ. เลยไม่สนใจ
0,สเต็กออกช้าไปหน่อยนะ กินสลัดรอจนอิ่ม เติมแล้วเติมอีกก็ยังไม่มา เลยห่อกลับบ้านทุกครั้ง
0,"วันไปกินที The Mall Bang Khae เวลา 16:55 น.ทำไมชีสโทสกรอบข้างเดียวอีกข้างไม่มีเนยด้วยซ้ำทำให้เหนียวมากไม่รู้ว่าทำผิดสูตรหรือป่าวมีใครช่วยตอบได้ไหมคะ"
0,สาขาเซนทรัลเฟสติวัล หาดใหญ่ ผลไม้น้อยจัง มี 4 อย่าง แตงโม แคนตาลูบจืดๆ ฝรั่ง และสัปปะรด ซึ่งเปรี้ยวมากกกก ไม่ประทับใจฉากจบนี่แหละค่ะ
0,รบกวนช่วยตรวจสอบความสะอาดของเก้าอี้เด็กหน่อยนะค่ะ ยกมาทีเป็นคราบเต็มที่นั่ง รอบๆๆเหนียวหมด ขอบคุณค่ะ
0,สาขาเดอะริเวอร์ไซด์ พลาซ่า เจริญนคร อยากให้พนักงานขออนุญาตก่อนจะเติมน้ำ และก่อนจะวางอาหารค่ะ ขณะที่ลูกค้ากำลังก้มหน้าก้มตาเอร็ดอร่อยกับอาหารอยู่นั้น เหยือกโค้กก็ได้พุ่งเข้ามาที่กลางวงโต๊ะอย่างไม่มีปี่มีขลุ่ย
0,ซุปต้มยำกุ้งที่ซิซเลอร์ สาขาเซนทรัลชลบุรี เค็มๆจืดๆค่ะ ปรับปรุงรสชาติหน่อยนะคะ
0,เมื่อก่อนนานๆ ทานสักหน เดือนๆ หนึ่งสองสามหน จากนี้ตั้งใจจะเปลี่ยนทุกมื้อเที่ยงของทีมงานจากภัตตาคารกาแฟคาวบอย (สงวนชื่อร้าน) มาที่ซิสเล่อร์ แต่หลังจากไปสำรวตเองเมื่อวันเสาร์ที่สาขาอิสต์วิลล์ กับมาพบรีวิวทำให้รู้สึกไม่ค่อยน่าไว้วางใจจะฝากมื้อเที่ยงเลย ทางผมไม่นั่งแช่นะครับ เพราะปกติไปแช่ที่สตาบัคกันเป็นร้านประจำหลังอาหารอยู่แล้ว เก็บโต๊ะไม่เท่าไหร่ แต่อาหารยังไม่หมดจานดีรีบมาเก็บแบบเงียบๆ เลย อยากสั่งอาหารเครื่องดื่มเพิ่ม ตอนนี้ไม่กล้าสั่ง .. เอาน่าไม่เป็นไร เดี๋ยววันอื่นพากันไปเทสต์สาขาอื่น คาดหวังว่าจะไม่พบความผิดหวังเหมือนรีวิวที่มาเก็บข้อมูล
0,"สาขาเซ็นทรัลระยอง วันเสาร 28.5.59 มาทานสลัดของมีครบ แต่ข้าวดิบวันนี้ 30.5.59 มาทานอีก สลัดของขาดไปเยอะ เราคั้งใจมาทานฟักทอง ไม่มีเลย ถามพนักงานบอกอบอยู่ ตั้งแต่เข้ามาที่ร้าน จนทานเสร็จร่วมชั่วโมงก็ไม่เห็นมีฟักทอง ผิดหวังครับ คงไม่มาทานสาขานี้ละครับ ขาดความพร้อม"
0,นั่งกินอยู่ใกล้จะอิ่มแล้ว มากับลูก เข้าใจว่าอาจจะทำพื้นเปื้อน ลูกค้าก็ไม่เยอะนะคะ แต่พนักงานมากวาด ขณะที่กำลังทานอยู่ ต้องการไล่ลูกค้าหรือเปล่าคะ รู้สึกแย่มากเลยค่ะ ซิลเลอร์อุดร
0,เราไปกินสาขาหาดใหญ่ (ลกด.) สั่งอาหารไปรูปมีเฟร้นฟราย แต่พออาหารมาไม่มีเฟร้นฟราย เราก็สงสัยแต่ไม่ได้ถาม พนง. คิดว่าคงไม่มีมั้งก็กินไปจนหมด สักพักโตะข้างๆ สั่งเมนูเดียวกัน แต่ในจานมีเฟร้นฟรายด้วย เรานี่นอยด์เลย เพราะไม่ได้กินเฟร้นฟราย ฮ่าๆ
0,สาขาเซนทรัลภูเก็ต เวลาไปกับเพื่อนๆ พนักงานทำสีหน้าไม่ค่อยดีเท่าไร เด็กแล้วทำไมคะ ? แต่รสชาติยังดีเหมือนเดิมค่ะ fc ค่ะ
0,ปรับปรุงความสะอาดบ้างนะคะสาขาขอนแก่น แมลงสาบมากินเป็นเพื่อนตลอดเลยค่ะ เมนูสลัดล้างสะอาดๆหน่อยและควรสะอาดกว่านี้มากๆให้สมราคาที่ตั้งไว้ค่ะ
0,ปกติก้อไปทานบ่อยค่ะ เวลาทานสเต๊กไม่หมดก้อจะห่อกลับบ้าน และทาง จนท.ก้อจะห่อใส่กล่องให้ทั้งสเต๊กและผักในจาน แต่วันนี้ไปทานก้อได้ห่อกลับบ้าน แต่เมื่อถึงบ้านเปิดจะทานเจอแต่สเต๊กแต่ไม่มีผักในจานเหมือนเคย ไม่ทราบว่าเปลี่ยนการห่อกลับบ้านโดยไม่ใส่ผักให้แล้วเหรอค่ะ เสน่ห์ของซิสเลอร์คือผักในจานนะค่ะ เมื่อเปิดมาไม่เจอผักมันดูไม่สวยงามเลยเลยค่ะ รบกวนตรวจสอบให้ด้วยค่ะ ขอบคุณค่ะ
0,เรื่องเจอทากในสลัดผักจะว่ายังไง หลายๆเรื่องถ้าไม่คิดปรับปรุงอีกหน่อยลูกค้าหายหมดแน่
0,ร้านอาหารหรือสนามเด็กเล่น เละเทะวุ่นวาย น่ารำคาญมากๆ จะให้พึ่งสำนึกพ่อแม่ หรือผู้ใหญ่อย่างเดียวคงไม่พอหลอก เพราะถ้ามีคงไม่พาเข้ามากัน ให้มันเดือดร้อนคนอื่นเค้า พวกที่ดูแลลูกหลานตัวเองดีก็ยังพอทำเนา แต่ไอพวกที่เอามาปล่อยเรี่ยราดไม่สนอะไร เอาแต่ก้มหน้าก้มตากินอย่างเดียวนี่เลวมาก
0,อร่อยทุกเมนู ผักสดมาก แต่ไม่ทราบว่าเมนูสเต็กแซลมอนมีอย่างเดียวหรือ? สั่งอย่างได้อีกอย่าง สามรอบละค่ะที่เซนทรัลชลบุร
0,ทุกอย่างยังโอเคค่ะ ยกเว้นสลัดบาร์ที่ของที่เราชอบลดลง เช่น ร้อคเก้ด และ ฟัดทองย่างที่ลูกเราชอบมากๆ.. อยากสอบถามว่านำเมนูพวกนี้ออกแล้วหรือเปล่าคะ
0,"ถึงผมเคยเป็น พนง. ของที่นี่ แต่เมื่อ ื่ิผมออกไปแล้ว เเละ กลับมาใช้บริการ เด็กคุณก้ควรบริการผมเหมือนลูกค้านะคับ ถึงตอนอยู่ด้วยกันมี หมันหน้ากันบ้าง ก้เป็นเรื่องปกติป่าววะ เด็กคุณเดินจะชนผมอยุละ มองหน้าตั้งแต่หัวยันตีน ทำไมหรอคับ? ถ้าผมใส่เสื้อยืดธรรมดา ๆ กางเกงขาสั้น มันจะทำให้เด็กคุณดูถูกผมขนาดนี้เลยหรอ ผมไม่อยากมีเรื่องในร้านนะครับ ถึงจะเคยมีหมันหน้ากันมาก่อนก้เหอะ และที่ผมออกก้เพราะความลำเอียงในสาขานี่ละ ผมใส่ริชแบรนตอนทำงาน เขามาเตือนให้ถอดออก โอเครผมถอดออก พอมันใส่นาฬิกา ผมเตือนกลับมาบอกอย่ายุ่ง มาก่อนแล้วไง เดียวมีคว่ำตอนผมทำงานเกลียดกันไม่ว่าตอนผมลาออกมาเป็นลูกค้า ช่วยปฏิบัติกับกูให้เหมือนลูกค้าหน่อยคับ"
0,สาขาเซ็นทรัลปิ่นเกล้า ไม่รับลูกค้าตั้งแต่ ทุ่ม 40 วันอาทิตย จะรีบปิดไปไหนจ้ะ เขียนไว้ปิด 3ทุ่มมะใช่หรา
0,"ผมเป็นแขกประจำของSizzlerเลยก็ว่าได้ เดือนนึงต้องใช้บริการอย่างน้อย3-4ครั้ง เพราะเป็นคนชอบทานอาหารประเภทนี้ ผมเองใช้บริการมาหลายสาขาเพราะอยากทราบถึงความหลากหลายของสลัดบาร์ รสชาติอาหารและการบริการของพนักงาน จึงอยากเสนอให้ทางSizzlerได้ปรับปรุงการบริการตามนี้ 1.พนักงาน คือ งานบริการ ไปอธิบายให้พนักงานเข้าใจต่อกันเองละกัน (คงเข้าใจนะครับ)2.เรื่องคิว คือ อย่าให้ผิดพลาดโดยเด็ดขาด เพราะผลที่ตามมามันเลวร้ายมากแล้วแต่คนจะคิด (จริงปะ)3.ใส่ใจในการเติมอาหารบนบาร์ และ การรีฟิว คือ ผมเข้าใจว่ามันมีหลายเหตุการณ์ที่เกิดขึ้น ณ ช่วงเวลานั้นๆ ซึ่งอาจทำให้ล่าช้าอละต้องรับเมนู แต่เหนือสิ่งอื่นใด อย่าลืมการเติมอาหารและการรีฟิว เป็นอันดับแรก เพราะมันคือสิ่งที่ทำให้คนโมโหหิวได้4.พยายามจดบันทึกหรือจดจำให้แม่น เวลาที่ลูกค้าสั่ง ต้องทำตามที่ลูกค้าต้องการ เช่น ความสุกของอาหาร ไม่เอาเนย ชีส เป็นต้นผมเข้าใจตัวพนักงานนะครับ ยิ่งคนเยอะ งานก็ยิ่งเยอะ แต่เหนือสิ่งอื่นใด งานบริการ เป็นสิ่งสำคัญอย่างยิ่ง มันจะเป็นตัวชี้วัดความพึงพอใจได้เลยนะครับ ผมแค่แนะนำให้ปรับปรุงเรื่องเหล่านี้ และหวังว่าจะได้รับเสียงตอบรับที่ดีขึ้น ผมเองก็จะยังคงเป็นลูกค้าประจำเหมือนเดิมต่อไป"
0,สลัดของเริ่มน้อยแล้วอะคะ
0,บัตรสมาชิกหมดอีกแล้ว ค่ะ คือถามมาหลายเดือนก็หมดล่าสุดมาถามที่สาขาเมกาบางนาก็หมดอีกแล้ว
0,เมื่อวันศุกรไปทานที่เซ็นทรัลอุดรฯ ปกติก็ไปทานบ่อยๆ ไปทานเมนูโปรโมชั่นวันธรรมดาเพราะเน้นสลัด มีลูกชายวัย 5 ขวบไปด้วย วันศุกร์นี้ก็ไป พนักงานไม่เอาเมนูโปรโมชั่นมาให้ ตอนนั้นเวลา 11.00 ก็อ่ะไม่เป็นไร สั่งเมนูปกติ ทีนี้พนักงานบอกให้สั่งให้น้องด้วย เราเลยบอกน้อง 5 ขวบเองนะคะ ปกติน้องมาไม่เคยเสีย แล้วเราเคยอ่านเจอในนี้ แอดมินเคยมาตอบว่าต่ำกว่า 7 ขวบไม่ต้องสั่งให้น้อง แล้วลูกเราไม่ทานด้วยค่ะ ทานแค่เฟรนฟรายในจานหลักของแม่ พนักงานก็บอกสั่งกุ้งทอดก็ได้ค่ะ 99 บาท เราก็ยืนยันว่าน้องไม่ทานค่ะ เขาก็บอกวันนี้ผู้จัดการอยู่ แม่เราตัดความรำคาญเลยให้สั่งให้ นี่เมนูโปรโมชั่นก็ติดหราหน้าร้านแต่ไม่เอามาให้เราเลือก ตอนแรกเราก็คิดว่ายังไม่ถึงเวลาป่ะวะ แต่มาเช็คในเพจก็ไม่ใช่นะ บอกตั้งแต่ร้านเปิดนะเมนูโปรอ่ะ สรุปกุ้งสั่งมาลูกเราก็ไม่กินอ่ะ เราอยากรู้แค่ว่าเด็กอายุเท่าไหร่ถึงเสียเงิน เรายินดีทำตามกติกานะ เคยอ่านเจอว่า 7 ขวบถ้าผิดจะได้เข้าใจใหม่ เมนูโปรโมชั่นก็ไม่เอามาให้ ไปตอนร้านเปิด เซ็นทรัลอุดร
