class,text
0,"โดยส่วนตัวแล้วชอบทานsizzlerมากๆเลยนะคะแต่มื้อเที่ยงของวันนี้ ไปใช้บริการที่สาขาเมกาบางนา ซุปหมดและนานกว่าพี่พนักงานจะมาเติม แต่ไม่ได้ทำให้เสียอารมณ์เท่ากับตอนจ่ายตัง ที่โดนพนักงานเก็บตังเหวี่ยงใส่ จากกรณีที่พนักงานให้เซนชื่อที่ใบเสร้จเพื่อใช้สิทธิ์ส่วนลด แต่ด้วยความที่ไม่เห็นว่ามีเส้นขีดให้เซนตรงไหน เลยงงว่าต้องทำยังไง ละแล้วสุดท้ายพนักงานก็เหวี่ยงใส่ว่า""เซนตรงไหนก็ได้!!"" มันคืออะไรที่ต้องมาเหวี่ยงใส่ลูกค้าคะ งงละหงุดหงิดมากเลยคะ จึงเรียนมาเพื่อทราบและปรับปรุงต่อไปเพื่อไม่ให้เกิดเหตุการณ์เดิมซ้ำกับลูกค้าท่านอื่น"
0,เมนูสลัดเริ่มน้อยแล้วนะคะ อยากได้ฟักทองย่างกับ baby spinach คืนมาค่ะ (สาขาเมเจอร์รัชโยธิน)
0,สาขา เมเจอร์เอกมัย ร้านค่อนข้างใหญ่แต่พนักงานน้อยมาก เดินเข้ามาไม่มีพนักงานต้อนรับให้นั่งโต๊ะ รอเกือบ 5. นาทีถึงมีพนักงานมารับรายการ ปรับปรุงด้วยค่ะ
1,เซ็นทรัลบางนา อาหารอร่อย ค่อยเติมตลอด พนักงานบริการดี๊ดี น่ารักขยันยิ้มแย้มทุกคนเลย อะไรก็ตามจะดีได้ก็ต้องร่วมมือกันทุกคน เลิศจ้า เดี๋ยวไปกินอีกนะ
1,เมื่อวานไปสาขา sq1 มาคะ โดยรวมๆแล้วประดับใจคะเกินความคาดหวังเพราะเห็นรีวิวไม่เยอะ แต่พอได้ลองเข้าไปใช้บริการด้วยตัวเอง กับรู้สึกว่าโอเคมากเลยคะ อาจจะมีบางที่อาหารตรงสลัดบาร์หมด ซุปหมด แต่ก็ไม่เป็นไรคะ เพราะเข้าใจว่า ลูกค้าเยอะพนักงานก็ทำงานไม่ทัน แต่น่าจะรับสมัครพนักงานมายิ่งขึ้นคะ เพราะพื้นที่เยอะคนก็เยอะ พนักงานไม่เพียงพอต่อความต้องการของลูกค้า แต่รวมๆแล้วโอเคเลยคะ
1,สาขาซีคอนสแควร์ บริการดีมากค่ะ พนักงานน่ารักทุกคน แก้วโค้กรีฟิวไม่เคยว่าง เติมตลอด เป็นสาขาที่บริการดีที่สุด. เท่าที่เคยไปหลายๆสาขา ยกนิ้วให้เลยค่ะ
1,สาขาเดอะมอลบางแค ไปทุกครั้งดีทุกครั้งค่ะ ขอให้รักษามาตรฐานไว้ ลูกค้าไม่หายแน่นอนค่ะ แต่ก็เห็นแน่นตลอดน๊า
1,พนักงานสาขาแหลมทอง ระยอง บริการดีมาก สุภาพมาก ไปทานกับแฟนทุกเดือน ทานคนเดียวก็บ่อย เจอพนักงานยิ้มแย้มทุกครั้ง ขอชมเชยนะค่ะ อยากให้คำชมไปถึงน้องๆ ค่ะ
1,สาขาฟิวเจอร์พาร์ครังสิต มาทานบ่อยๆ ประทับใจทุกครั้ง พนักงานบริการดีครับ โดยเฉพาะน้องที่เป็นทอมตัวเล็กๆ(ขออภัยไม่ทราบชื่อจริงๆครับ) พูดจาไพเราะทุกครั้งที่คุยกับลูกค้า อาหารอร่อยด้วยครับ
1,ขอชื่นชมการบริการของสาขา Zpell รังสิตค่ะ พนักงานยิ้มแย้ม และใส่ใจลูกค้ามาก
1,บรรยากาศดี บริการประทับใจ ที่สาขา เซ็นทรัลชลบุรี ครับ ชอบๆ
1,"สาขาเดอะมอลล์ท่าพระ น่ารักมากกกกกก #พนักงานยิ้มแย้มทุกคนเลยค่ะ"
1,อยากให้มาเปิดดที่ จ ฉะเชิงเทรามากๆครับ จะมาทานประจำ
1,"สาขาเซนทรัลภูเก็ต พนักงานน่ารักมากกกก ทุกคนเลย ไปทานคนเดียว รู้สึกอบอุ่นมากๆค่ะ พนักงานให้เกียรติลูกค้ามาก ถ้าเดินสวนกัน พนักงานจะหยุดแล้วให้ลูกค้าเดินก่อน ด้วยสีหน้ายิ้มแย้ม ดีมากๆ เรานั่งสังเกตุตอนนั่งทาน ไม่นึกว่าจะเก็บรายละเอียดดีขนาดนี้ น่ารักมาค่ะ น่ากลับไปทานอีก ไปคนเดียวก็ยังรู้สึกอบอุ่นค่ะ"
1,เป็นที่ชื่นชอบสำหรับเด็กๆบ้านนี้ ที่sizzlerสาขาซีคอน ศรีนครินทร์ บริการดี ไปทีไรไม่เคยผิดหวัง ส่วนตัวชอบซุบ กับชีสโทสมว๊ากกก
1,ใช้สิทธิทานฟรีเดือนเกิดมาค่ะ อร่อยมาก พนักงานดูแลดีค่ะ ไม่ได้มีความรู้สึกว่าเรามาทานฟรี ผักสลัดและผลไม้สดดีค่ะ โดยรวมดีมากๆค่ะ
1,วันนี้ไปทานมาที่สาขาThe riverside ตรงเจริญนครบริการดีมากๆๆๆ ชื่นชมจริงๆ เอาใจใส่ลูกค้า ยิ้มแย้มไม่ได้ทำแค่โต๊ะเดียวแต่ทำกับลูกค้าทุกๆโต๊ะในการรับอาหารแนะนำโปรโมชั่นให้ลูกค้าที่มาเป็นครอบครัวได้ดี และสลัดบาร์ทุกอย่างสะอาด มีการเติมตลอดเวลา พอใจมากๆค่ะสงสัยต้องไปทานบ่อยๆซะแล้ว
1,ชอบค่ะ สลัดบาร์มีหลากหลายมากกกก ผักหลากหลายชนิดจากโครงการหลวง มั่นใจได้ว่าสดสะอาด น้ำสลัดก็มีหลากหลายชนิดรสชาดยอดเยี่ยม ซุปก็อร่อยมีซุปเห็ด ซุปต้มยำ ซุปเยื่อไผ่ ซุปทูน่า ค่ะ ชอบค่ะ
1,เมื่อวานไปสาขาเซ็นทรัลพระราม 2 พนักงานบริการดีมาก ช่วงเทศสงกานต์ลูกค้ามาใช้บริการเยอะมาก แต่พนักงานทุกคนให้บริการอย่างยิ้มแย้มและรวดเร็ว น่ารักทุกคนเลยค่ะ
1,ผมชอบอาหารสไตล์นี้มากครับ เป็นคนชอบลิ้มลองรสชาติอาหารทั่วๆไป และแปลกใหม่ๆครับ
1,ชอบกินสลัดกับซุปเห็ดมากๆ ตอนตั้งครรภ์สามีพาไปกินเดือนละครั้งเลย
1,พาลูกสาวมาทานที่เซ็นทรัลพระรามสอง ชอบมาก และขอขอบคุณพี่พนักงานผู้หญิงนะครับ ดูจากป้ายชื่อ พี่สมบูรณ์ บริการด้วยรอยยิ้มตลอด ขอบคุณครับ
1,สาขาเซนทรัลพระราม2พนักงานน่ารัก บริการดี สลัดบาร์เติมของตลอด ฟินมากประทับจาย*-*
1,อยากทราบว่าสาขาเซ็นทรัลศาลายาจะเปิดเมื่อไหรค่ะ...อยากใช้บริการแล้ว
1,เรารักซิทเลอร์ มากมายๆ อร่อยคุ้ม และบริการดีจุงจิง
1,วันนี้มากินที่ Sizzler สาขา สยามเซ็นเตอร์ ตอน 21.45 Chocolate Moouse หมด ไปขอผู้จัดการร้าน อุส่าห์ไปทำใหม่ในครัวมาให้ บริการดีมากๆครับ
1,ประทับทุกครั้งที่มา ผักสด ชุปมีประโยชน์
1,เพิ่งไปกินกับลูกชาย สเต็กหมูเนื้อนุ่ม อร่อย สลัดมีให้เลือกเยอะมากกกก
1,บรรยากาศดี อาหารสด สะอาด บริการเยี่ยม ถูกใจครับ
