class,text
0,"โดยส่วนตัวแล้วชอบทานsizzlerมากๆเลยนะคะแต่มื้อเที่ยงของวันนี้ ไปใช้บริการที่สาขาเมกาบางนา ซุปหมดและนานกว่าพี่พนักงานจะมาเติม แต่ไม่ได้ทำให้เสียอารมณ์เท่ากับตอนจ่ายตัง ที่โดนพนักงานเก็บตังเหวี่ยงใส่ จากกรณีที่พนักงานให้เซนชื่อที่ใบเสร้จเพื่อใช้สิทธิ์ส่วนลด แต่ด้วยความที่ไม่เห็นว่ามีเส้นขีดให้เซนตรงไหน เลยงงว่าต้องทำยังไง ละแล้วสุดท้ายพนักงานก็เหวี่ยงใส่ว่า""เซนตรงไหนก็ได้!!"" มันคืออะไรที่ต้องมาเหวี่ยงใส่ลูกค้าคะ งงละหงุดหงิดมากเลยคะ จึงเรียนมาเพื่อทราบและปรับปรุงต่อไปเพื่อไม่ให้เกิดเหตุการณ์เดิมซ้ำกับลูกค้าท่านอื่น"
0,เมนูสลัดเริ่มน้อยแล้วนะคะ อยากได้ฟักทองย่างกับ baby spinach คืนมาค่ะ (สาขาเมเจอร์รัชโยธิน)
0,สาขา เมเจอร์เอกมัย ร้านค่อนข้างใหญ่แต่พนักงานน้อยมาก เดินเข้ามาไม่มีพนักงานต้อนรับให้นั่งโต๊ะ รอเกือบ 5. นาทีถึงมีพนักงานมารับรายการ ปรับปรุงด้วยค่ะ
1,เซ็นทรัลบางนา อาหารอร่อย ค่อยเติมตลอด พนักงานบริการดี๊ดี น่ารักขยันยิ้มแย้มทุกคนเลย อะไรก็ตามจะดีได้ก็ต้องร่วมมือกันทุกคน เลิศจ้า เดี๋ยวไปกินอีกนะ
1,เมื่อวานไปสาขา sq1 มาคะ โดยรวมๆแล้วประดับใจคะเกินความคาดหวังเพราะเห็นรีวิวไม่เยอะ แต่พอได้ลองเข้าไปใช้บริการด้วยตัวเอง กับรู้สึกว่าโอเคมากเลยคะ อาจจะมีบางที่อาหารตรงสลัดบาร์หมด ซุปหมด แต่ก็ไม่เป็นไรคะ เพราะเข้าใจว่า ลูกค้าเยอะพนักงานก็ทำงานไม่ทัน แต่น่าจะรับสมัครพนักงานมายิ่งขึ้นคะ เพราะพื้นที่เยอะคนก็เยอะ พนักงานไม่เพียงพอต่อความต้องการของลูกค้า แต่รวมๆแล้วโอเคเลยคะ
1,สาขาซีคอนสแควร์ บริการดีมากค่ะ พนักงานน่ารักทุกคน แก้วโค้กรีฟิวไม่เคยว่าง เติมตลอด เป็นสาขาที่บริการดีที่สุด. เท่าที่เคยไปหลายๆสาขา ยกนิ้วให้เลยค่ะ
1,สาขาเดอะมอลบางแค ไปทุกครั้งดีทุกครั้งค่ะ ขอให้รักษามาตรฐานไว้ ลูกค้าไม่หายแน่นอนค่ะ แต่ก็เห็นแน่นตลอดน๊า
1,พนักงานสาขาแหลมทอง ระยอง บริการดีมาก สุภาพมาก ไปทานกับแฟนทุกเดือน ทานคนเดียวก็บ่อย เจอพนักงานยิ้มแย้มทุกครั้ง ขอชมเชยนะค่ะ อยากให้คำชมไปถึงน้องๆ ค่ะ
1,สาขาฟิวเจอร์พาร์ครังสิต มาทานบ่อยๆ ประทับใจทุกครั้ง พนักงานบริการดีครับ โดยเฉพาะน้องที่เป็นทอมตัวเล็กๆ(ขออภัยไม่ทราบชื่อจริงๆครับ) พูดจาไพเราะทุกครั้งที่คุยกับลูกค้า อาหารอร่อยด้วยครับ
1,ขอชื่นชมการบริการของสาขา Zpell รังสิตค่ะ พนักงานยิ้มแย้ม และใส่ใจลูกค้ามาก
1,บรรยากาศดี บริการประทับใจ ที่สาขา เซ็นทรัลชลบุรี ครับ ชอบๆ
1,"สาขาเดอะมอลล์ท่าพระ น่ารักมากกกกกก #พนักงานยิ้มแย้มทุกคนเลยค่ะ"
1,อยากให้มาเปิดดที่ จ ฉะเชิงเทรามากๆครับ จะมาทานประจำ
1,"สาขาเซนทรัลภูเก็ต พนักงานน่ารักมากกกก ทุกคนเลย ไปทานคนเดียว รู้สึกอบอุ่นมากๆค่ะ พนักงานให้เกียรติลูกค้ามาก ถ้าเดินสวนกัน พนักงานจะหยุดแล้วให้ลูกค้าเดินก่อน ด้วยสีหน้ายิ้มแย้ม ดีมากๆ เรานั่งสังเกตุตอนนั่งทาน ไม่นึกว่าจะเก็บรายละเอียดดีขนาดนี้ น่ารักมาค่ะ น่ากลับไปทานอีก ไปคนเดียวก็ยังรู้สึกอบอุ่นค่ะ"
1,เป็นที่ชื่นชอบสำหรับเด็กๆบ้านนี้ ที่sizzlerสาขาซีคอน ศรีนครินทร์ บริการดี ไปทีไรไม่เคยผิดหวัง ส่วนตัวชอบซุบ กับชีสโทสมว๊ากกก
1,ใช้สิทธิทานฟรีเดือนเกิดมาค่ะ อร่อยมาก พนักงานดูแลดีค่ะ ไม่ได้มีความรู้สึกว่าเรามาทานฟรี ผักสลัดและผลไม้สดดีค่ะ โดยรวมดีมากๆค่ะ
1,วันนี้ไปทานมาที่สาขาThe riverside ตรงเจริญนครบริการดีมากๆๆๆ ชื่นชมจริงๆ เอาใจใส่ลูกค้า ยิ้มแย้มไม่ได้ทำแค่โต๊ะเดียวแต่ทำกับลูกค้าทุกๆโต๊ะในการรับอาหารแนะนำโปรโมชั่นให้ลูกค้าที่มาเป็นครอบครัวได้ดี และสลัดบาร์ทุกอย่างสะอาด มีการเติมตลอดเวลา พอใจมากๆค่ะสงสัยต้องไปทานบ่อยๆซะแล้ว
1,ชอบค่ะ สลัดบาร์มีหลากหลายมากกกก ผักหลากหลายชนิดจากโครงการหลวง มั่นใจได้ว่าสดสะอาด น้ำสลัดก็มีหลากหลายชนิดรสชาดยอดเยี่ยม ซุปก็อร่อยมีซุปเห็ด ซุปต้มยำ ซุปเยื่อไผ่ ซุปทูน่า ค่ะ ชอบค่ะ
1,เมื่อวานไปสาขาเซ็นทรัลพระราม 2 พนักงานบริการดีมาก ช่วงเทศสงกานต์ลูกค้ามาใช้บริการเยอะมาก แต่พนักงานทุกคนให้บริการอย่างยิ้มแย้มและรวดเร็ว น่ารักทุกคนเลยค่ะ
1,ผมชอบอาหารสไตล์นี้มากครับ เป็นคนชอบลิ้มลองรสชาติอาหารทั่วๆไป และแปลกใหม่ๆครับ
1,ชอบกินสลัดกับซุปเห็ดมากๆ ตอนตั้งครรภ์สามีพาไปกินเดือนละครั้งเลย
1,พาลูกสาวมาทานที่เซ็นทรัลพระรามสอง ชอบมาก และขอขอบคุณพี่พนักงานผู้หญิงนะครับ ดูจากป้ายชื่อ พี่สมบูรณ์ บริการด้วยรอยยิ้มตลอด ขอบคุณครับ
1,สาขาเซนทรัลพระราม2พนักงานน่ารัก บริการดี สลัดบาร์เติมของตลอด ฟินมากประทับจาย*-*
1,อยากทราบว่าสาขาเซ็นทรัลศาลายาจะเปิดเมื่อไหรค่ะ...อยากใช้บริการแล้ว
1,เรารักซิทเลอร์ มากมายๆ อร่อยคุ้ม และบริการดีจุงจิง
1,วันนี้มากินที่ Sizzler สาขา สยามเซ็นเตอร์ ตอน 21.45 Chocolate Moouse หมด ไปขอผู้จัดการร้าน อุส่าห์ไปทำใหม่ในครัวมาให้ บริการดีมากๆครับ
1,ประทับทุกครั้งที่มา ผักสด ชุปมีประโยชน์
1,เพิ่งไปกินกับลูกชาย สเต็กหมูเนื้อนุ่ม อร่อย สลัดมีให้เลือกเยอะมากกกก
1,บรรยากาศดี อาหารสด สะอาด บริการเยี่ยม ถูกใจครับ
0,สาขาเซนทรัลนครศรีธรรมราชค่ะ สั่งจานหลักไป1อย่างแต่มา2คน พนักไม่แจ้งว่าฟรีสลัดบาร์แค่ท่านเดียวเราก็กินกัน2คนตอนนี้วางบิลถึงจะรู้ว่าชาจค่าสลัดบาร์ 199 ปล.เพิ่งกินแค่ครั้ง2ครั้งไม่แจ้งกันก่อนตอนบอกรายการอาหาร เสียความรู้สึกนิดหน่อยค่ะ
0,"ไม่เคยผิดหวังกับซิซเลอร์ แต่ไปทานที่สาขารอยัลการ์เด้น คลองสาน พนักงานบอกไม่มีเมนูกลางวัน เราบอกว่า ป้ายหน้าลิฟท์ชั้น 4 ยังติดอยู่ เธอก็บอกไม่มีแล้ว งง จึงสั่งอย่างอื่นต้มนำจืดมากๆ ผักกาดสลัดเหี่ยว ไม่กล้าตัก นอกนั้นยังโอเค พนักงานไม่มองลูกค้า เรียกนานกว่าจะมา ทั้งที่คนไม่เยอะเท่าสาขาอื่น ชอบที่นี่ เพราะคนไม่เยอะใกล้ที่ทำงาน ปรับปรุงด้วยค่ะ"
0,มาทานสาขา CentralWorld ก็แจ้งพนักงานว่าควรจะมีป้ายบอกตรงน้ำสลัด เพราะตักผิดระหว่างบลูชีสกับซีซาร์ ซึ่งหน้าตามันเหมือนกันมากๆ พนักงานพูดว่าไม่มีค่ะ เป็นแบบนี้มานานแล้วค่ะ คือที่บอกไปไม่ใช่จะตำหนิแค่แนะนำเพราะถ้าตักผิดเราไม่กินก็ต้องทิ้ง แนะนำด้วยความหวังดีแต่โดนพูดกลับแบบนี้ช้ำใจค่ะ จริงๆแค่พูดว่าค่ะจะลองนำเสนอให้ทางสาขาทราบเพื่อปรับปรุงหรืออะไรก็ได้ คือถ้าคุณจะไม่เปลี่ยนก็ไม่เป็นไรแต่แค่พูดดีๆกลับมาหน่อยก็ได้ ปล. เกลียดบลูชีสมากๆ กินไปแทบขย้อน
0,"วันนี้ไปตั้งใจจะไปทานสาขาเดอะมอลท่าพระแต่พอไปถึงคนเยอะ เราเลยสอบถาม พนง ด้านหน้าที่เคยรับออเดอร์ว่า มีสาขาที่ซีคอนบางแคมีไหม ซึ่ง พนง ตอบว่ามี เราเลยย้ำอีกครั้งว่า บางแค นะค่ะ พนง ก้อยืนยันว่ามี เราเลยตั้งใจจะไปทานที่นั่น เพราะเราม่แน่ใจว่ามีรึป่าว พอไปถึงสรุปว่า""ม่มีจร้า""อารมเสียมากกก ตั้งใจมากกินแต่ม่ได้กิน เซง!!! ระดับ 10 บอกเลย รบกวนทางบริษัทอับเดท สาขาทั้งหมดให้ พนง ทราบด้วยนะค่ะลูกค้าจะได้ม่เสียทั้งเวลาและความรู้สึก"
0,จริงๆชอบทานมากแต่ก่อนทานบ่อยมาก ทางบ้านก้ชอบนะคะ วันนี้ไปทานสาขาแฟชั่น สเต็กรสดูไม่ค่อยเข้มข้นเหมือนแต่ก่อนเลย แต่ก้ยังรสโอเค แล้วที่สำคัญตอนเข้าร้าน ยืนมองหาพนักงาน ไม่มีพนักงานพาไปนั่ง เดินไปเอง ยกมือเรียก มองนะคะแต่ไม่เดินมา จะขอเมนูก้กว่าจะได้ ไปยืนขำคุยกันเสียงดังตรงที่รับอาหารมาเสิร์ฟ ตอนจะชำระเงินก้กว่าจะมีพนักงานมารับ ก้นานอะคะ อยากให้ปรับปรุงกันนะคะ หรือทางร้านเห็นแค่ว่าเป็นเด็กนศ. เลยไม่สนใจ
0,สเต็กออกช้าไปหน่อยนะ กินสลัดรอจนอิ่ม เติมแล้วเติมอีกก็ยังไม่มา เลยห่อกลับบ้านทุกครั้ง
0,"วันไปกินที The Mall Bang Khae เวลา 16:55 น.ทำไมชีสโทสกรอบข้างเดียวอีกข้างไม่มีเนยด้วยซ้ำทำให้เหนียวมากไม่รู้ว่าทำผิดสูตรหรือป่าวมีใครช่วยตอบได้ไหมคะ"
0,สาขาเซนทรัลเฟสติวัล หาดใหญ่ ผลไม้น้อยจัง มี 4 อย่าง แตงโม แคนตาลูบจืดๆ ฝรั่ง และสัปปะรด ซึ่งเปรี้ยวมากกกก ไม่ประทับใจฉากจบนี่แหละค่ะ
0,รบกวนช่วยตรวจสอบความสะอาดของเก้าอี้เด็กหน่อยนะค่ะ ยกมาทีเป็นคราบเต็มที่นั่ง รอบๆๆเหนียวหมด ขอบคุณค่ะ
0,สาขาเดอะริเวอร์ไซด์ พลาซ่า เจริญนคร อยากให้พนักงานขออนุญาตก่อนจะเติมน้ำ และก่อนจะวางอาหารค่ะ ขณะที่ลูกค้ากำลังก้มหน้าก้มตาเอร็ดอร่อยกับอาหารอยู่นั้น เหยือกโค้กก็ได้พุ่งเข้ามาที่กลางวงโต๊ะอย่างไม่มีปี่มีขลุ่ย
0,ซุปต้มยำกุ้งที่ซิซเลอร์ สาขาเซนทรัลชลบุรี เค็มๆจืดๆค่ะ ปรับปรุงรสชาติหน่อยนะคะ
0,เมื่อก่อนนานๆ ทานสักหน เดือนๆ หนึ่งสองสามหน จากนี้ตั้งใจจะเปลี่ยนทุกมื้อเที่ยงของทีมงานจากภัตตาคารกาแฟคาวบอย (สงวนชื่อร้าน) มาที่ซิสเล่อร์ แต่หลังจากไปสำรวตเองเมื่อวันเสาร์ที่สาขาอิสต์วิลล์ กับมาพบรีวิวทำให้รู้สึกไม่ค่อยน่าไว้วางใจจะฝากมื้อเที่ยงเลย ทางผมไม่นั่งแช่นะครับ เพราะปกติไปแช่ที่สตาบัคกันเป็นร้านประจำหลังอาหารอยู่แล้ว เก็บโต๊ะไม่เท่าไหร่ แต่อาหารยังไม่หมดจานดีรีบมาเก็บแบบเงียบๆ เลย อยากสั่งอาหารเครื่องดื่มเพิ่ม ตอนนี้ไม่กล้าสั่ง .. เอาน่าไม่เป็นไร เดี๋ยววันอื่นพากันไปเทสต์สาขาอื่น คาดหวังว่าจะไม่พบความผิดหวังเหมือนรีวิวที่มาเก็บข้อมูล
0,"สาขาเซ็นทรัลระยอง วันเสาร 28.5.59 มาทานสลัดของมีครบ แต่ข้าวดิบวันนี้ 30.5.59 มาทานอีก สลัดของขาดไปเยอะ เราคั้งใจมาทานฟักทอง ไม่มีเลย ถามพนักงานบอกอบอยู่ ตั้งแต่เข้ามาที่ร้าน จนทานเสร็จร่วมชั่วโมงก็ไม่เห็นมีฟักทอง ผิดหวังครับ คงไม่มาทานสาขานี้ละครับ ขาดความพร้อม"
1,"สลัดบาร์หลากหลายสะอาด อร่อย มีโปรบ่อยเลิฟ เลิฟค้าาา...☆*:.｡. o(≧▽≦)o .｡.:*☆"
1,บรรยากาศดีค่ะ  อาหารอร่อย สะอาด โปรโมชั่นก็คุ้มสุดๆ แวะมาทานกันเยอะๆนะค้าา
1,"วันอาทิตย์ 5.2.2560ไปทานที่เซ็นทรัลเวสเกตบริการดี ลูกค้าเยอะมาก"
1,เพิ่งทานเสร็จเมื่อกี้เลยค่ะ ที่สาขาพระรามสอง พนักงานผู้หญิงวัยรุ่นที่หน้าตาดีดีหน่อย ขาวขาวหมวยหมวยๆ นิด บริการดีมากเลยค่ะ ถามอะไรเยอะแยะเรียกบ่อยบ่อยก็ไม่ว่า ขอบคุณที่บริการมากๆเลยนะคะ และขอโทษที่รบกวนเยอะไปหน่อยค่า
1,อร่อยนะค่ะ ชอบสลัดบาร์ม๊วกๆ ไปทานที่เซ็นทรัลชลบุรี พนง ผู้ชายท่านนึง สนใจลูกค้ามากๆกระตือรือร้น โดดเด่นกว่าท่านอื่นๆ ฝากชมเรื่องการบริการจากใจ หวังว่า คราวหน้าคงได้รับการบริการที่ดีแบบนี้เรื่อยไปนะค่ะ
1,อยากให้มาเปิดที่ ห้าง lotus ศูนย์การค้าอยุธยาพาร์คคะ อยากกินคะ มีทุกอย่างมาเปิดแล้ว ขาด sizzler นะ มากันเถ๊อะ
1,"ขอบคุณที่ใช้ผักโครงการหลวงอยากให้เพิ่มไปในทุกสาขา"
1,อร่อย ทรงคุณค่า
1,บริการดีทุกสาขาครับ โดยส่วนตัวเราพูดจาดีกับพนักงานด้วย ยิ้มให้พนักงาน รับไหว้พนักงาน แค่นี้ น้องน้องเค้าก็บริการเต็มที่เลยครับ... ห้าดาวเอาไปเลย
1,สุดยอดอาหารคะ
1,ชอบสลัดบาร์ ผักสด และสะอาด ครีมซุปก็อร่อยค่ะ
1,ดีมากเลยค่ะ มีโปรโมชั่นคูปองส่วนลดทุกเดือนเลย ชอบจัง
1,อร่อยสุดๆ..ยิ่งกินกับคนรู้ใจยิ่งอร่อยใช่เลย
0,นั่งกินอยู่ใกล้จะอิ่มแล้ว มากับลูก เข้าใจว่าอาจจะทำพื้นเปื้อน ลูกค้าก็ไม่เยอะนะคะ แต่พนักงานมากวาด ขณะที่กำลังทานอยู่ ต้องการไล่ลูกค้าหรือเปล่าคะ รู้สึกแย่มากเลยค่ะ ซิลเลอร์อุดร
